# id: cet6-core
# title: CET-6 重点词
# exam: CET-6
# track: Core Vocabulary
# description: 基于公开词表整理的 CET-6 重点词，用于进阶强化与冲刺。
# accent: cobalt
kind	term	pronunciation	meaning	phrases	example	tags
word	hesitate	[ˈhezɪteɪt]	v. 1. 踌躇，犹豫，不愿意 2. 稍停，言语支吾		Try to recall "hesitate" before checking the answer.	core,official
word	hierarchy	[ˈhaɪərɑːkɪ]	n. 等级制度		Try to recall "hierarchy" before checking the answer.	core,official
word	highlight	[ˈhaɪlaɪt]	n. 1. 最有意思(最精彩)的部分 2. (绘画、摄影等上的)亮部 v. 对…以特别的注意，强调		Try to recall "highlight" before checking the answer.	core,official
word	hike	[haɪk]	n. & v. 1. 远足，(作)徒步旅行 2. 提高，增加		Try to recall "hike" before checking the answer.	core,official
word	hinder	[ˈhɪndə]	v. 阻止，阻碍		Try to recall "hinder" before checking the answer.	core,official
word	hinge	[hɪndʒ]	n. 1. 铰链，枢纽 2. 关键，转折点 v. 装上铰链，用铰链接合 || hinge on; hinge upon①靠铰链转动，附于②随…而定，取决于		Try to recall "hinge" before checking the answer.	core,official
word	historian	[hiˈstɒːriәn]	n. 历史学家，记事者		Try to recall "historian" before checking the answer.	core,official
word	hitherto	[hɪðəˈtuː]	adv. 迄今，至此时		Try to recall "hitherto" before checking the answer.	core,official
word	hoist	[hɔɪst]	v. &n. 提升，举起		Try to recall "hoist" before checking the answer.	core,official
word	homogeneous	[ˌhɒməˈdʒiːnɪəs]	adj. 同种类的，同性质的，相似的		Try to recall "homogeneous" before checking the answer.	core,official
word	hop	[hɒp]	v. (人)单脚跳，(鸟、蛙等)跳跃，跳上 n. 1. 跳(跃) 2. (飞机)一次的航程		Try to recall "hop" before checking the answer.	core,official
word	hose	[həʊz]	n. 1. 软管，水龙带 2. 长筒袜，短筒袜，绑腿		Try to recall "hose" before checking the answer.	core,official
word	hospitality	[ˌhɒspɪˈtælətɪ]	n. 好客，殷勤的款待		Try to recall "hospitality" before checking the answer.	core,official
word	hostage	[ˈhɒstɪdʒ]	n. 人质，抵押品		Try to recall "hostage" before checking the answer.	core,official
word	hostile	[ˈhɒstaɪl]	adj. 敌方的，敌意的，不友善的		Try to recall "hostile" before checking the answer.	core,official
word	hound	[haʊnd]	n. 猎犬，猎狐狗 v. 烦扰，纠缠，追逼		Try to recall "hound" before checking the answer.	core,official
word	household	[ˈhaʊshəʊld]	n. 家庭，户 adj. 家庭的，家常的，普通的		Try to recall "household" before checking the answer.	core,official
word	hover	[ˈhɒvə]	v. 飞翔，盘旋，徘徊		Try to recall "hover" before checking the answer.	core,official
word	howl	[haʊl]	v. 1. 吠，嚎叫，咆哮 2. 高叫，欢闹 3. (风)呼啸		Try to recall "howl" before checking the answer.	core,official
word	huddle	[ˈhʌdl]	v. 聚在一起，挤作一团 n. 杂乱的一群		Try to recall "huddle" before checking the answer.	core,official
word	hug	[hʌɡ]	v. 1. 拥抱，紧抱 2. 抱有，坚持(信仰、偏见等) n. 热烈拥抱，紧抱，搂抱		Try to recall "hug" before checking the answer.	core,official
word	hum	[hʌm]	v. 发嗡嗡声，发哼哼声，哼(曲子) n. 嗡嗡声，哼哼声，嘈杂声		Try to recall "hum" before checking the answer.	core,official
word	humble	[ˈhʌmbl]	adj. 1. 谦卑的，恭顺的，谦逊的 2. 地位低下的，不显要的 v. 压低(地位、身份等)，使谦卑，使谦逊		Try to recall "humble" before checking the answer.	core,official
word	humidity	[hjuːˈmɪdətɪ]	n. 湿度，湿气		Try to recall "humidity" before checking the answer.	core,official
word	hurl	[hɜːl]	v. 1. 丢，投，猛掷 2. 发射 3. 推翻，压倒 4. 叫嚷		Try to recall "hurl" before checking the answer.	core,official
word	hurricane	[ˈhʌrɪkən]	n. 飓风，旋风		Try to recall "hurricane" before checking the answer.	core,official
word	hypothesis	[haɪˈpɒθəsɪs]	n. 假设，假定，假说		Try to recall "hypothesis" before checking the answer.	core,official
word	hysterical	[hɪˈsterɪkəl]	adj. 歇斯底里的，有癔病的		Try to recall "hysterical" before checking the answer.	core,official
word	ideal	[aɪˈdɪəl]	adj. 1. 理想的，完美的 2. 空想的，不切实际的		Try to recall "ideal" before checking the answer.	core,official
word	identical	[aɪˈdentɪkəl]	adj. 完全相同的，同一的		Try to recall "identical" before checking the answer.	core,official
word	identification	[aɪˌdentɪfɪˈkeɪʃən]	n. 1. 认明，确认，识别 2. 身份证明		Try to recall "identification" before checking the answer.	core,official
word	identify	[aɪˈdentɪfaɪ]	v. 认明，识别，认同，鉴定		Try to recall "identify" before checking the answer.	core,official
word	ideology	[ˌaɪdɪˈɒlədʒɪ]	n. 意识形态，思想意识		Try to recall "ideology" before checking the answer.	core,official
word	idiom	[ɪdɪəm]	n. 成语，惯用语		Try to recall "idiom" before checking the answer.	core,official
word	idiot	[ˈɪdɪət]	n. 傻子，白痴，低能的人 idiotic		Try to recall "idiot" before checking the answer.	core,official
word	ignite	[ɪɡˈnaɪt]	v. (使)燃烧，点燃		Try to recall "ignite" before checking the answer.	core,official
word	ignore	[ɪɡˈnɔː]	v. 不理，漠视，忽视		Try to recall "ignore" before checking the answer.	core,official
word	illegal	[ɪˈliːɡəl]	adj. 不合法的，非法的		Try to recall "illegal" before checking the answer.	core,official
word	illuminate	[ɪˈljuːmɪneɪt]	v. 1. 照明，照射 2. 用灯装饰 3. 阐明，启发		Try to recall "illuminate" before checking the answer.	core,official
word	illusion	[ɪˈluːʒən]	n. 错觉，幻觉，幻想 illusive		Try to recall "illusion" before checking the answer.	core,official
word	illustrate	[ˈɪləstreɪt]	v. 1. (举例)说明，表明 2. 以图作解，加入插图		Try to recall "illustrate" before checking the answer.	core,official
word	imaginary	[ɪˈmædʒɪnərɪ]	adj. 想像中的，假想的，虚构的		Try to recall "imaginary" before checking the answer.	core,official
word	imaginative	[ɪˈmædʒɪnətɪv]	adj. 富于想像力的，想像的		Try to recall "imaginative" before checking the answer.	core,official
word	imitate	[ˈɪmɪteɪt]	v. 1. 模仿，仿效 2. 效法，模拟，仿制		Try to recall "imitate" before checking the answer.	core,official
word	imitation	[ˌɪmɪˈteɪʃən]	n. 1. 模仿，仿效，仿造 2. 仿制品，赝品		Try to recall "imitation" before checking the answer.	core,official
word	immerse	[ɪˈmɜːs]	v. 浸入，沉浸于		Try to recall "immerse" before checking the answer.	core,official
word	immigrant	[ˈɪmɪɡrənt]	n. (外来的)移民，侨民 adj. (从国外)移来的，移民的，侨民的		Try to recall "immigrant" before checking the answer.	core,official
word	immune	[ɪˈmjuːn]	adj. 有免疫力的，不受影响的，获豁免的 immunity		Try to recall "immune" before checking the answer.	core,official
word	impact	[ˈɪmpækt]	n. 1. 冲击(力)，撞击 2. 影响，效果		Try to recall "impact" before checking the answer.	core,official
word	impair	[ɪmˈpeə]	v. 损害，削弱		Try to recall "impair" before checking the answer.	core,official
word	impart	[ɪmˈpɑːt]	v. 1. 传授，灌输，给予 2. 告知，通知		Try to recall "impart" before checking the answer.	core,official
word	impatient	[ɪmˈpeɪʃənt]	adj. 不耐烦的，焦急的，渴望的		Try to recall "impatient" before checking the answer.	core,official
word	imperative	[ɪmˈperətɪv]	adj. 1. 急需的，绝对必要的 2. 命令(式)的，祈使的，强制的		Try to recall "imperative" before checking the answer.	core,official
word	imperial	[ɪmˈpɪərɪəl]	adj. 王室的，帝国的，帝皇的		Try to recall "imperial" before checking the answer.	core,official
word	impetus	[ˈɪmpɪtəs]	n. 推动(力)，刺激，促进		Try to recall "impetus" before checking the answer.	core,official
word	implement	[ˈɪmplɪmənt]	v. 1. 实行，实施，执行 2. 完成，实现 n. 1. 工具，器具 2. (pl)装备，家具，服装		Try to recall "implement" before checking the answer.	core,official
word	implication	[ˌɪmplɪˈkeɪʃən]	n. 1. 牵连，涉及，卷入 2. 暗示，暗指，含意		Try to recall "implication" before checking the answer.	core,official
word	implicit	[ɪmˈplɪsɪt]	adj. 1. 含蓄的，不明确的，不直接表明的 2. 绝对的，无疑问的		Try to recall "implicit" before checking the answer.	core,official
word	imply	[ɪmˈplaɪ]	v. 1. 暗指，暗示 2. 意味要，必然包含		Try to recall "imply" before checking the answer.	core,official
word	impose	[ɪmˈpəʊz]	v. 1. 征(税) 2. 把…强加于 3. 利用，占便宜		Try to recall "impose" before checking the answer.	core,official
word	impulse	[ˈɪmpʌls]	n. 1. 推动(力),驱使 2. 冲动，心血来潮		Try to recall "impulse" before checking the answer.	core,official
word	inaugurate	[ɪˈnɔːɡjʊreɪt]	v. 1. 为…举行就职典礼，使正式就任，为…举行开幕式(落成典礼) 2. 开创，开展		Try to recall "inaugurate" before checking the answer.	core,official
word	incentive	[ɪnˈsentɪv]	n. 刺激，鼓励，推动力		Try to recall "incentive" before checking the answer.	core,official
word	incidence	[ˈɪnsɪdəns]	n. 发生率，影响范围		Try to recall "incidence" before checking the answer.	core,official
word	incident	[ˈɪnsɪdənt]	n. 1. 事情，事件 2. 事故，事变		Try to recall "incident" before checking the answer.	core,official
word	incidentally	[ˌɪnsɪˈdentəlɪ]	adv. 1. 顺便提一句 2. 偶然地，不经意地		Try to recall "incidentally" before checking the answer.	core,official
word	incline	[ɪnˈklaɪn]	v. 1. (使)倾向(于)，意欲 2. 赞同，爱好 3. 趋向，趋势 4. 倾斜，弯腰 n. 斜坡，斜面		Try to recall "incline" before checking the answer.	core,official
word	inclusive	[ɪnˈkluːsɪv]	adj. 一切包括在内的，包含的		Try to recall "inclusive" before checking the answer.	core,official
word	incorporate	[ɪnˈkɔːpəreɪt]	v. 把…合并，并入，收编		Try to recall "incorporate" before checking the answer.	core,official
word	incredible	[ɪnˈkredəbl]	adj. 1. 难以置信的，不可思议的，精彩的 2. 不能相信的，不可信的		Try to recall "incredible" before checking the answer.	core,official
word	incur	[ɪnˈkɜː]	v. 遭受，蒙受，招致		Try to recall "incur" before checking the answer.	core,official
word	indefinite	[ɪnˈdefɪnɪt]	adj. 1. 不明确的，模糊的，2. 不确定的，未定的，无限期的		Try to recall "indefinite" before checking the answer.	core,official
word	independence	[ˌɪndɪˈpendəns]	n. 独立，自主，自立		Try to recall "independence" before checking the answer.	core,official
word	indicative	[ɪnˈdɪkətɪv]	adj. 标示的，指示的，陈述的		Try to recall "indicative" before checking the answer.	core,official
word	indifferent	[ɪnˈdɪfrənt]	adj. 1. 不感兴趣的，漠不关心的，冷淡的 2. 平常的，无关紧要的，不偏不倚的		Try to recall "indifferent" before checking the answer.	core,official
word	indignant	[ɪnˈdɪɡnənt]	adj. 愤慨的，愤愤不平的		Try to recall "indignant" before checking the answer.	core,official
word	indignation	[ˌɪndɪɡˈneɪʃən]	n. 愤怒，愤慨，义愤		Try to recall "indignation" before checking the answer.	core,official
word	indispensable	[ˌɪndɪˈspensəbl]	adj. 绝对需要的，不可或缺的		Try to recall "indispensable" before checking the answer.	core,official
word	individual	[ˌɪndɪˈvɪdʒʊəl]	n. 个人，个体 adj. 1. 单独的，个别的，个人的 2. 特有的，独特的		Try to recall "individual" before checking the answer.	core,official
word	induce	[ɪnˈdjuːs]	v. 1. 引诱，诱导，劝 2. 引起，导致		Try to recall "induce" before checking the answer.	core,official
word	indulge	[ɪnˈdʌldʒ]	v. 1. 纵容，放任 2. 沉迷，沉溺于		Try to recall "indulge" before checking the answer.	core,official
word	industrial	[ɪnˈdʌstrɪəl]	adj. 工业的，产业的，实业的		Try to recall "industrial" before checking the answer.	core,official
word	inertia	[ɪˈnɜːʃə]	n. 1. 无活力，迟钝，懒惰 2. 惰性，保守，惯性		Try to recall "inertia" before checking the answer.	core,official
word	inevitable	[ɪnˈevɪtəbl]	adj. 不可避免的，预期的		Try to recall "inevitable" before checking the answer.	core,official
word	infant	[ˈɪnfənt]	n. 婴儿，幼儿		Try to recall "infant" before checking the answer.	core,official
word	infectious	[ɪnˈfekʃəs]	adj. 传染性的，有感染力的		Try to recall "infectious" before checking the answer.	core,official
word	inferior	[ɪnˈfɪərɪə]	adj. 1. (质量等)较劣的，次等的 2. (地位等)下级的，低等的，低于		Try to recall "inferior" before checking the answer.	core,official
word	infinite	[ˈɪnfɪnət]	adj. 1. 无限的，无穷的，无际的 2. 巨大的，无数的		Try to recall "infinite" before checking the answer.	core,official
word	inflict	[ɪnˈflɪkt]	v. 1. 予以(打击)，使遭受，强加于 2. 施(刑)，处(罚)		Try to recall "inflict" before checking the answer.	core,official
word	ingenious	[ɪnˈdʒiːnɪəs]	adj. 1. 心灵手巧的，精巧的 2. 有创造性的		Try to recall "ingenious" before checking the answer.	core,official
word	ingredient	[ɪnˈɡriːdɪənt]	n. 1. (混合物的)组成成分，(烹调的)原料，配料 2. 要素		Try to recall "ingredient" before checking the answer.	core,official
word	inhabit	[ɪnˈhæbɪt]	v. 居住于，栖息于		Try to recall "inhabit" before checking the answer.	core,official
word	inhabitant	[ɪnˈhæbɪtənt]	n. 居民，栖居的动物		Try to recall "inhabitant" before checking the answer.	core,official
word	inherent	[ɪnˈhɪərənt]	adj. 固有的，内在的，天生的		Try to recall "inherent" before checking the answer.	core,official
word	inherit	[ɪnˈherɪt]	v. 继承(财产等),从(前人等)接过，得到		Try to recall "inherit" before checking the answer.	core,official
word	inhibit	[ɪnˈhɪbɪt]	v. 抑制，阻碍，约束		Try to recall "inhibit" before checking the answer.	core,official
word	initial	[ɪˈnɪʃəl]	adj. 开始的，最初的，词首的 n. 1. 首字母 2. (pl)姓名(组织机构)的开头字母		Try to recall "initial" before checking the answer.	core,official
word	initiate	[ɪˈnɪʃɪeɪt]	v. 1. 开始实施，创始，发起 2. 介绍(接纳)某人加入(某团体)，传授基 本要领(秘密知识)		Try to recall "initiate" before checking the answer.	core,official
word	initiative	[ɪˈnɪʃətɪv]	adj. 起始的，初步的，创始的 n. 1. 进取心，首创精神，倡议 2. 主动性，主动权 || on one’s own initiative主动地 /take the initiative采取主动，首先采取行动		Try to recall "initiative" before checking the answer.	core,official
word	inject	[ɪnˈdʒekt]	v. 1. 注射，注入 2. 插(话) 3. 引入		Try to recall "inject" before checking the answer.	core,official
word	inland	[ˈɪnlənd]	adj. 内地的，内陆的 adv. 在内地，在内陆，向内地，向内陆 n. 内地，内陆		Try to recall "inland" before checking the answer.	core,official
word	inlet	[ˈɪnlet]	n. 1. 湾，水湾 2. 入口，进口		Try to recall "inlet" before checking the answer.	core,official
